timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1734671542077,341,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-2,text,false,,899,764,5,5,https://staging.api.tevaera.com/graphql,341,0,226
1734671542247,348,Graphql HTTP Request,200,OK,setUp Thread Group 1-1,text,true,,7862,276,5,5,https://staging.api.tevaera.com/graphql,347,0,228
1734671542377,344,Graphql HTTP Request,200,OK,setUp Thread Group 1-4,text,true,,7862,276,5,5,https://staging.api.tevaera.com/graphql,344,0,225
1734671542388,345,Graphql HTTP Request,200,OK,setUp Thread Group 1-5,text,true,,7862,276,5,5,https://staging.api.tevaera.com/graphql,345,0,228
1734671542420,346,Graphql HTTP Request,200,OK,setUp Thread Group 1-2,text,true,,7862,276,5,5,https://staging.api.tevaera.com/graphql,346,0,228
1734671542419,350,Graphql HTTP Request,200,OK,setUp Thread Group 1-3,text,true,,7862,276,5,5,https://staging.api.tevaera.com/graphql,350,0,230
1734671542595,346,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-1,text,false,,875,778,5,5,https://staging.api.tevaera.com/graphql,345,0,226
1734671542722,353,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-4,text,false,,875,778,5,5,https://staging.api.tevaera.com/graphql,353,0,228
1734671542734,347,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-5,text,false,,875,778,5,5,https://staging.api.tevaera.com/graphql,347,0,228
1734671542770,348,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-3,text,false,,875,778,5,5,https://staging.api.tevaera.com/graphql,348,0,228
1734671542767,353,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-2,text,false,,875,778,5,5,https://staging.api.tevaera.com/graphql,353,0,231
1734671542940,351,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-1,text,false,,875,769,5,5,https://staging.api.tevaera.com/graphql,351,0,231
1734671543076,348,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-4,text,false,,875,769,5,5,https://staging.api.tevaera.com/graphql,347,0,226
1734671543082,354,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-5,text,false,,875,769,5,5,https://staging.api.tevaera.com/graphql,354,0,226
1734671543118,362,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-3,text,false,,875,769,5,5,https://staging.api.tevaera.com/graphql,361,0,226
1734671543119,361,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-2,text,false,,875,769,5,5,https://staging.api.tevaera.com/graphql,361,0,227
1734671543292,340,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-1,text,false,,899,641,5,5,https://staging.api.tevaera.com/graphql,339,0,226
1734671543424,342,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-4,text,false,,899,641,5,5,https://staging.api.tevaera.com/graphql,342,0,227
1734671543436,342,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-5,text,false,,899,641,5,5,https://staging.api.tevaera.com/graphql,342,0,228
1734671543480,339,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-2,text,false,,899,641,5,5,https://staging.api.tevaera.com/graphql,338,0,226
1734671543480,340,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-3,text,false,,899,641,5,5,https://staging.api.tevaera.com/graphql,340,0,226
1734671543632,341,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-1,text,false,,899,764,5,5,https://staging.api.tevaera.com/graphql,341,0,226
1734671543766,340,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-4,text,false,,899,764,5,5,https://staging.api.tevaera.com/graphql,339,0,226
1734671543778,342,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-5,text,false,,899,764,5,5,https://staging.api.tevaera.com/graphql,342,0,226
1734671543819,341,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-2,text,false,,899,764,5,5,https://staging.api.tevaera.com/graphql,341,0,227
1734671543820,343,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-3,text,false,,899,764,5,5,https://staging.api.tevaera.com/graphql,343,0,228
1734671543974,345,Graphql HTTP Request,200,OK,setUp Thread Group 1-1,text,true,,7862,276,5,5,https://staging.api.tevaera.com/graphql,344,0,227
1734671544106,343,Graphql HTTP Request,200,OK,setUp Thread Group 1-4,text,true,,7862,276,5,5,https://staging.api.tevaera.com/graphql,343,0,226
1734671544121,344,Graphql HTTP Request,200,OK,setUp Thread Group 1-5,text,true,,7862,276,5,5,https://staging.api.tevaera.com/graphql,343,0,227
1734671544160,347,Graphql HTTP Request,200,OK,setUp Thread Group 1-2,text,true,,7862,276,5,5,https://staging.api.tevaera.com/graphql,347,0,230
1734671544164,345,Graphql HTTP Request,200,OK,setUp Thread Group 1-3,text,true,,7862,276,5,5,https://staging.api.tevaera.com/graphql,345,0,228
1734671544319,345,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-1,text,false,,875,778,5,5,https://staging.api.tevaera.com/graphql,345,0,225
1734671544450,350,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-4,text,false,,875,778,5,5,https://staging.api.tevaera.com/graphql,350,0,230
1734671544465,347,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-5,text,false,,875,778,5,5,https://staging.api.tevaera.com/graphql,346,0,227
1734671544509,345,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-3,text,false,,875,778,5,5,https://staging.api.tevaera.com/graphql,345,0,225
1734671544508,347,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-2,text,false,,875,778,5,5,https://staging.api.tevaera.com/graphql,347,0,226
1734671544664,345,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-1,text,false,,875,769,5,5,https://staging.api.tevaera.com/graphql,344,0,225
1734671544800,345,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-4,text,false,,875,769,5,5,https://staging.api.tevaera.com/graphql,345,0,225
1734671544812,345,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-5,text,false,,875,769,5,5,https://staging.api.tevaera.com/graphql,344,0,224
1734671544854,348,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-3,text,false,,875,769,5,5,https://staging.api.tevaera.com/graphql,348,0,227
1734671544855,348,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-2,text,false,,875,769,5,5,https://staging.api.tevaera.com/graphql,347,0,227
1734671545009,337,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-1,text,false,,899,641,5,5,https://staging.api.tevaera.com/graphql,337,0,224
1734671545145,337,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-4,text,false,,899,641,5,5,https://staging.api.tevaera.com/graphql,337,0,224
1734671545157,339,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-5,text,false,,899,641,5,5,https://staging.api.tevaera.com/graphql,338,0,225
1734671545203,337,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-2,text,false,,899,641,5,5,https://staging.api.tevaera.com/graphql,337,0,224
1734671545203,338,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-3,text,false,,899,641,5,5,https://staging.api.tevaera.com/graphql,338,0,224
1734671545346,341,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-1,text,false,,899,764,5,5,https://staging.api.tevaera.com/graphql,341,0,226
1734671545483,337,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-4,text,false,,899,764,5,5,https://staging.api.tevaera.com/graphql,337,0,224
1734671545496,338,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-5,text,false,,899,764,5,5,https://staging.api.tevaera.com/graphql,338,0,225
1734671545541,339,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-2,text,false,,899,764,5,5,https://staging.api.tevaera.com/graphql,338,0,225
1734671545541,339,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-3,text,false,,899,764,5,5,https://staging.api.tevaera.com/graphql,339,0,225
1734671545687,342,Graphql HTTP Request,200,OK,setUp Thread Group 1-1,text,true,,7862,276,5,5,https://staging.api.tevaera.com/graphql,342,0,225
1734671545821,342,Graphql HTTP Request,200,OK,setUp Thread Group 1-4,text,true,,7862,276,5,5,https://staging.api.tevaera.com/graphql,342,0,224
1734671545835,342,Graphql HTTP Request,200,OK,setUp Thread Group 1-5,text,true,,7862,276,5,5,https://staging.api.tevaera.com/graphql,342,0,225
1734671545881,344,Graphql HTTP Request,200,OK,setUp Thread Group 1-2,text,true,,7862,276,5,5,https://staging.api.tevaera.com/graphql,343,0,227
1734671545881,346,Graphql HTTP Request,200,OK,setUp Thread Group 1-3,text,true,,7862,276,5,5,https://staging.api.tevaera.com/graphql,346,0,230
1734671546029,348,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-1,text,false,,875,778,5,5,https://staging.api.tevaera.com/graphql,347,0,228
1734671546163,344,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-4,text,false,,875,778,5,5,https://staging.api.tevaera.com/graphql,344,0,225
1734671546177,344,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-5,text,false,,875,778,5,5,https://staging.api.tevaera.com/graphql,344,0,224
1734671546225,346,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-2,text,false,,875,778,5,5,https://staging.api.tevaera.com/graphql,345,0,225
1734671546227,344,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-3,text,false,,875,778,5,5,https://staging.api.tevaera.com/graphql,343,0,225
1734671546377,345,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-1,text,false,,875,769,5,5,https://staging.api.tevaera.com/graphql,344,0,225
1734671546507,345,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-4,text,false,,875,769,5,5,https://staging.api.tevaera.com/graphql,345,0,225
1734671546522,356,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-5,text,false,,875,769,5,5,https://staging.api.tevaera.com/graphql,355,0,224
1734671546571,351,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-3,text,false,,875,769,5,5,https://staging.api.tevaera.com/graphql,351,0,226
1734671546571,354,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-2,text,false,,875,769,5,5,https://staging.api.tevaera.com/graphql,354,0,226
1734671546722,340,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-1,text,false,,899,641,5,5,https://staging.api.tevaera.com/graphql,339,0,225
1734671546852,341,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-4,text,false,,899,641,5,5,https://staging.api.tevaera.com/graphql,341,0,227
1734671546878,341,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-5,text,false,,899,641,5,5,https://staging.api.tevaera.com/graphql,340,0,226
1734671546922,340,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-3,text,false,,899,641,5,5,https://staging.api.tevaera.com/graphql,339,0,226
1734671546926,341,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-2,text,false,,899,641,5,5,https://staging.api.tevaera.com/graphql,341,0,227
1734671547062,346,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-1,text,false,,899,764,5,5,https://staging.api.tevaera.com/graphql,346,0,227
1734671547194,342,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-4,text,false,,899,764,5,5,https://staging.api.tevaera.com/graphql,342,0,229
1734671547219,341,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-5,text,false,,899,764,5,5,https://staging.api.tevaera.com/graphql,341,0,227
1734671547262,339,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-3,text,false,,899,764,5,5,https://staging.api.tevaera.com/graphql,339,0,226
1734671547267,337,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-2,text,false,,899,764,5,5,https://staging.api.tevaera.com/graphql,337,0,224
1734671547409,340,Graphql HTTP Request,200,OK,setUp Thread Group 1-1,text,true,,7862,276,5,5,https://staging.api.tevaera.com/graphql,340,0,224
1734671547537,349,Graphql HTTP Request,200,OK,setUp Thread Group 1-4,text,true,,7862,276,5,5,https://staging.api.tevaera.com/graphql,349,0,226
1734671547560,352,Graphql HTTP Request,200,OK,setUp Thread Group 1-5,text,true,,7862,276,5,5,https://staging.api.tevaera.com/graphql,352,0,225
1734671547602,351,Graphql HTTP Request,200,OK,setUp Thread Group 1-3,text,true,,7862,276,5,5,https://staging.api.tevaera.com/graphql,351,0,224
1734671547605,348,Graphql HTTP Request,200,OK,setUp Thread Group 1-2,text,true,,7862,276,5,5,https://staging.api.tevaera.com/graphql,348,0,224
1734671547750,345,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-1,text,false,,875,778,5,5,https://staging.api.tevaera.com/graphql,345,0,225
1734671547887,346,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-4,text,false,,875,778,5,5,https://staging.api.tevaera.com/graphql,346,0,226
1734671547913,353,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-5,text,false,,875,778,5,5,https://staging.api.tevaera.com/graphql,353,0,226
1734671547954,348,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-2,text,false,,875,778,5,5,https://staging.api.tevaera.com/graphql,348,0,226
1734671547954,348,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-3,text,false,,875,778,5,5,https://staging.api.tevaera.com/graphql,348,0,226
1734671548096,347,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-1,text,false,,875,769,5,5,https://staging.api.tevaera.com/graphql,346,0,226
1734671548234,345,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-4,text,false,,875,769,5,5,https://staging.api.tevaera.com/graphql,345,0,226
1734671548266,344,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-5,text,false,,875,769,5,5,https://staging.api.tevaera.com/graphql,344,0,225
1734671548303,352,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-2,text,false,,875,769,5,5,https://staging.api.tevaera.com/graphql,352,0,228
1734671548303,357,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-3,text,false,,875,769,5,5,https://staging.api.tevaera.com/graphql,357,0,228
1734671548443,339,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-1,text,false,,899,641,5,5,https://staging.api.tevaera.com/graphql,339,0,225
1734671548580,337,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-4,text,false,,899,641,5,5,https://staging.api.tevaera.com/graphql,337,0,224
1734671548611,336,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-5,text,false,,899,641,5,5,https://staging.api.tevaera.com/graphql,336,0,223
1734671548655,340,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-2,text,false,,899,641,5,5,https://staging.api.tevaera.com/graphql,340,0,226
1734671548660,339,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-3,text,false,,899,641,5,5,https://staging.api.tevaera.com/graphql,339,0,225
1734671548782,346,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-1,text,false,,899,764,5,5,https://staging.api.tevaera.com/graphql,346,0,232
1734671548918,339,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-4,text,false,,899,764,5,5,https://staging.api.tevaera.com/graphql,338,0,224
1734671548948,340,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-5,text,false,,899,764,5,5,https://staging.api.tevaera.com/graphql,340,0,225
1734671548995,338,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-2,text,false,,899,764,5,5,https://staging.api.tevaera.com/graphql,338,0,224
1734671549000,339,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-3,text,false,,899,764,5,5,https://staging.api.tevaera.com/graphql,339,0,223
1734671549128,341,Graphql HTTP Request,200,OK,setUp Thread Group 1-1,text,true,,7862,276,5,5,https://staging.api.tevaera.com/graphql,341,0,225
1734671549257,344,Graphql HTTP Request,200,OK,setUp Thread Group 1-4,text,true,,7862,276,5,5,https://staging.api.tevaera.com/graphql,343,0,224
1734671549288,342,Graphql HTTP Request,200,OK,setUp Thread Group 1-5,text,true,,7862,276,5,5,https://staging.api.tevaera.com/graphql,342,0,225
1734671549333,345,Graphql HTTP Request,200,OK,setUp Thread Group 1-2,text,true,,7862,276,5,5,https://staging.api.tevaera.com/graphql,345,0,225
1734671549339,343,Graphql HTTP Request,200,OK,setUp Thread Group 1-3,text,true,,7862,276,5,5,https://staging.api.tevaera.com/graphql,343,0,224
1734671549470,346,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-1,text,false,,875,778,5,5,https://staging.api.tevaera.com/graphql,346,0,225
1734671549601,344,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-4,text,false,,875,778,5,5,https://staging.api.tevaera.com/graphql,344,0,224
1734671549630,347,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-5,text,false,,875,778,5,5,https://staging.api.tevaera.com/graphql,346,0,226
1734671549678,349,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-2,text,false,,875,778,5,5,https://staging.api.tevaera.com/graphql,349,0,226
1734671549682,347,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-3,text,false,,875,778,5,5,https://staging.api.tevaera.com/graphql,347,0,225
1734671549817,344,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-1,text,false,,875,769,5,5,https://staging.api.tevaera.com/graphql,343,0,224
1734671549946,345,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-4,text,false,,875,769,5,5,https://staging.api.tevaera.com/graphql,345,0,225
1734671549977,345,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-5,text,false,,875,769,5,5,https://staging.api.tevaera.com/graphql,344,0,225
1734671550030,345,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-2,text,false,,875,769,5,5,https://staging.api.tevaera.com/graphql,345,0,225
1734671550029,347,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-3,text,false,,875,769,5,5,https://staging.api.tevaera.com/graphql,347,0,226
1734671550161,341,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-1,text,false,,899,641,5,5,https://staging.api.tevaera.com/graphql,341,0,227
1734671550292,339,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-4,text,false,,899,641,5,5,https://staging.api.tevaera.com/graphql,339,0,226
1734671550322,338,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-5,text,false,,899,641,5,5,https://staging.api.tevaera.com/graphql,338,0,224
1734671550375,339,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-2,text,false,,899,641,5,5,https://staging.api.tevaera.com/graphql,338,0,225
1734671550376,339,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-3,text,false,,899,641,5,5,https://staging.api.tevaera.com/graphql,339,0,225
1734671550502,338,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-1,text,false,,899,764,5,5,https://staging.api.tevaera.com/graphql,338,0,225
1734671550632,341,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-4,text,false,,899,764,4,4,https://staging.api.tevaera.com/graphql,341,0,225
1734671550660,339,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-5,text,false,,899,764,3,3,https://staging.api.tevaera.com/graphql,339,0,225
1734671550714,339,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-2,text,false,,899,764,2,2,https://staging.api.tevaera.com/graphql,339,0,225
1734671550715,339,Graphql HTTP Request,400,Bad Request,setUp Thread Group 1-3,text,false,,899,764,2,2,https://staging.api.tevaera.com/graphql,339,0,225
